total_points,correct_decisions,total_decisions,accuracy,risk_score,awareness_score,decisions_last_7_days,failed_category,risk_level
108,7,69,10.144927536231885,92.76237480988462,12.528181083209732,7,wifi,2
165,12,16,75.0,29.50607314783669,71.96450588127477,13,phishing,0
458,43,66,65.15151515151516,42.28646846624274,66.83447440599592,3,wifi,1
88,4,45,8.88888888888889,66.93142897159795,27.078061338970105,0,social_engineering,2
78,5,54,9.25925925925926,66.11561017191386,26.069674034278563,0,password,2
293,25,29,86.20689655172413,25.262418107025315,81.81682123208313,18,wifi,0
685,67,74,90.54054054054053,17.925602834361083,80.85739349831388,15,wifi,0
43,0,17,0.0,94.21582978997655,12.723547294164653,13,phishing,2
236,19,25,76.0,31.348771742303654,76.51303236160464,20,social_engineering,0
169,16,23,69.56521739130434,33.2302541408702,58.018897731511224,15,wifi,1
139,11,85,12.941176470588237,89.11825628932486,18.551038970396355,4,wifi,2
484,46,96,47.91666666666667,43.83700206134276,55.129379046045685,8,wifi,1
38,0,24,0.0,92.53199074142375,7.67665903866088,1,wifi,2
149,13,75,17.333333333333336,77.2277381306538,25.3041120912104,17,password,2
374,37,41,90.2439024390244,24.57714296613825,83.95050916846348,5,social_engineering,0
360,36,96,37.5,56.69279682592249,33.689525062672786,8,phishing,2
129,10,72,13.88888888888889,81.18104942219946,18.35581994415688,0,phishing,2
808,76,95,80.0,33.06421507377257,70.69022577483864,8,password,0
422,42,60,70.0,47.93020498332327,56.5239341706413,15,social_engineering,1
64,2,34,5.88235294117647,98.66093099997387,5.189717630768282,12,wifi,2
333,32,67,47.76119402985074,37.84580649076637,54.842896097396064,8,password,1
79,5,72,6.944444444444445,84.97094001242182,11.016971755011806,20,social_engineering,2
539,49,71,69.01408450704226,31.60146757793015,65.57284293041012,12,wifi,1
233,23,31,74.19354838709677,40.75939397213722,65.32935018145288,8,password,1
107,9,67,13.432835820895523,66.01534388926784,29.55985355902323,10,social_engineering,2
76,4,67,5.970149253731343,84.25204469704352,9.96205458030055,3,phishing,2
244,22,95,23.157894736842106,82.02950833650954,27.119452044252387,1,phishing,2
137,9,58,15.517241379310345,60.308867589129065,29.868398113140316,5,social_engineering,2
430,43,61,70.49180327868852,36.724303154852564,73.232113958787,13,phishing,1
55,1,51,1.9607843137254901,98.24577016924198,5.290655807905939,3,social_engineering,2
134,12,79,15.18987341772152,78.36462105889092,28.204764930091425,5,wifi,2
78,7,24,29.166666666666668,63.39531685883267,32.49707106809119,18,social_engineering,2
24,1,63,1.5873015873015872,79.35708684179282,10.929218711548373,5,wifi,2
688,64,69,92.7536231884058,27.884892372187082,76.87249799904352,1,password,0
63,4,17,23.52941176470588,86.24733225310632,20.4355596869072,17,social_engineering,2
83,8,62,12.903225806451612,79.92815585443378,24.881366784636594,12,password,2
171,16,69,23.18840579710145,64.3770580612296,28.479947684787156,8,phishing,2
116,8,14,57.14285714285714,50.61725867855007,54.45129976658931,6,wifi,1
776,74,77,96.1038961038961,13.905174185988006,91.47328145616481,18,social_engineering,0
182,14,15,93.33333333333333,13.19388566691223,89.97692464648887,12,password,0
235,23,56,41.07142857142857,69.2870124453818,36.035306210529924,10,wifi,2
408,37,64,57.8125,48.46392580400182,58.45450298955282,0,wifi,1
385,34,49,69.38775510204081,44.0547965575628,58.217285727186365,6,phishing,1
313,29,61,47.540983606557376,38.71180567356676,53.06028860582682,20,phishing,1
170,16,25,64.0,35.41345306800143,64.33910312534279,14,wifi,1
52,4,22,18.181818181818183,57.87523972630839,33.67774696712371,0,wifi,2
163,13,39,33.33333333333333,70.10503362685353,28.04582699379509,11,social_engineering,2
224,20,28,71.42857142857143,39.85817821663032,58.283951565882234,6,wifi,1
236,23,26,88.46153846153845,14.907224619710073,76.41297226309476,14,social_engineering,0
83,8,72,11.11111111111111,82.85340811578259,14.12300256360701,20,wifi,2
17,1,28,3.571428571428571,84.42324313724345,7.796718838582853,18,phishing,2
359,34,67,50.74626865671642,47.442597664390576,58.72210653579387,0,social_engineering,1
28,0,64,0.0,100.0,4.990923996990122,16,password,2
434,39,99,39.39393939393939,54.492183467434636,36.954146037724136,16,phishing,2
675,63,99,63.63636363636363,43.00524798838384,66.09705615745018,2,social_engineering,1
219,21,71,29.577464788732392,67.79476330673819,32.656768679996716,11,social_engineering,2
322,28,32,87.5,10.45710241997386,85.53421113910362,5,password,0
103,7,18,38.88888888888889,59.11880724312445,32.41843426239882,10,social_engineering,2
125,10,21,47.61904761904761,52.16582339270258,47.84666196870578,2,wifi,1
120,8,10,80.0,41.218038886149316,64.67227200366565,7,password,1
178,13,67,19.402985074626866,87.36627741652538,16.775452128808585,13,phishing,2
22,2,10,20.0,56.87577116239126,34.12874906688822,9,phishing,2
205,20,43,46.51162790697674,51.46382695942477,39.9942097479333,1,wifi,2
364,36,57,63.1578947368421,36.88273621767472,61.174729434978026,13,phishing,1
44,4,98,4.081632653061225,84.41859170649576,11.487218174463111,8,social_engineering,2
66,2,10,20.0,71.7008199359441,22.94686652517685,2,social_engineering,2
152,13,25,52.0,36.02342306442882,59.59666691374545,20,wifi,1
298,25,70,35.714285714285715,77.06175835899933,29.007896506938362,7,phishing,2
618,61,73,83.56164383561644,28.459452280632142,80.12510879200494,15,phishing,0
64,3,72,4.166666666666666,75.50083187294699,22.60122201760434,1,wifi,2
429,41,78,52.56410256410257,54.86757432213105,53.254645720518894,5,password,1
288,24,31,77.41935483870968,15.757980913328055,80.67193311162958,20,phishing,0
211,17,76,22.36842105263158,80.58884529905009,18.939894427825738,11,password,2
424,39,85,45.88235294117647,49.43883122189558,45.08174873442441,4,phishing,1
119,7,35,20.0,81.60636502427586,21.203155819241022,1,phishing,2
77,6,25,24.0,75.76320300388159,33.816419299614594,15,phishing,2
406,39,60,65.0,30.44392011092264,71.62594180994493,4,phishing,1
153,13,95,13.684210526315791,81.07831201233338,16.077969669937588,14,social_engineering,2
312,31,66,46.96969696969697,52.2970993145715,50.65924960523907,11,password,1
401,37,38,97.36842105263158,10.601724072007684,81.85668949730007,3,password,0
254,22,87,25.287356321839084,76.2366914564045,31.536490148903468,14,phishing,2
657,62,78,79.48717948717949,27.19328569208641,72.86839332351032,10,phishing,0
152,14,56,25.0,59.5468882481621,39.44010659263074,15,password,2
286,24,71,33.80281690140845,62.504496794014294,39.21279897505609,5,social_engineering,2
184,16,78,20.51282051282051,79.09529340379527,23.400383851992785,13,wifi,2
658,65,85,76.47058823529412,27.977129838536293,63.45838628599397,17,wifi,1
133,13,25,52.0,59.027407849769354,44.624936574698694,11,password,1
533,52,99,52.52525252525253,48.312092987083865,46.52654061922673,10,phishing,1
536,50,99,50.505050505050505,58.855679019285425,45.42337363084637,12,phishing,1
413,38,57,66.66666666666666,36.105041397527856,70.34565449015608,20,social_engineering,1
510,50,94,53.191489361702125,52.30152289603821,53.7776472550122,10,wifi,1
90,5,48,10.416666666666668,82.2488677873371,18.801151560820664,15,social_engineering,2
52,5,42,11.904761904761903,88.58421088502115,11.819186961193873,14,wifi,2
47,2,32,6.25,70.65472535979953,22.2027938669887,20,password,2
88,6,19,31.57894736842105,65.78747904915619,39.71944395890652,14,wifi,2
508,50,78,64.1025641025641,42.79276908888297,52.63541852005132,3,social_engineering,1
72,7,43,16.27906976744186,72.75395069781007,27.179957758548863,10,social_engineering,2
434,41,61,67.21311475409836,31.044225708418722,64.64125615013161,18,social_engineering,1
223,19,19,100.0,11.042060345058292,81.63450691493557,14,password,0
151,14,28,50.0,53.4251411072616,49.16601283057313,3,wifi,1
321,28,67,41.7910447761194,47.95987913296162,43.12676156349646,20,wifi,2
8,0,10,0.0,100.0,3.315490803265515,5,social_engineering,2
274,26,78,33.33333333333333,50.77110629855002,45.58062960667231,18,wifi,2
69,3,13,23.076923076923077,54.54164796893801,35.4610458911517,1,phishing,2
74,5,25,20.0,70.84213603816244,29.380446746582166,13,phishing,2
324,32,33,96.96969696969697,4.115369374782338,86.82166879576972,3,phishing,0
270,26,89,29.213483146067414,63.91729380787389,31.606097348544104,15,wifi,2
93,6,11,54.54545454545454,47.48369676973161,56.655832979382716,4,password,1
343,32,41,78.04878048780488,17.90613065405531,73.347661778382,19,password,0
684,67,93,72.04301075268818,47.90689912733179,58.87987071978826,13,password,1
247,21,33,63.63636363636363,28.917254568674124,61.15914388449754,14,password,1
17,1,21,4.761904761904762,74.99888122985745,19.9375961541806,2,phishing,2
94,9,59,15.254237288135593,83.42989374059378,21.388187382447637,7,phishing,2
87,4,44,9.090909090909092,88.0135441707735,8.311858823812642,15,social_engineering,2
115,9,42,21.428571428571427,59.169426630782475,32.868421130537804,9,wifi,2
337,32,42,76.19047619047619,32.22502178090812,64.97965659510044,3,wifi,1
375,37,70,52.85714285714286,47.94973474421545,47.458130983475066,17,password,1
156,12,60,20.0,87.56011097456518,19.294127068645917,1,phishing,2
347,30,52,57.692307692307686,43.50881090042676,52.7581474512761,16,password,1
152,14,21,66.66666666666666,37.310285988414115,68.46836344710603,12,social_engineering,1
537,51,76,67.10526315789474,43.765515179820156,64.07192771639454,3,wifi,1
554,55,74,74.32432432432432,35.11926344905688,63.55708494247371,10,wifi,1
152,14,42,33.33333333333333,63.975594647380355,44.223268229707486,6,password,2
296,28,49,57.14285714285714,34.24043826594756,63.3059228133163,11,social_engineering,1
119,7,83,8.433734939759036,85.12301187707479,24.158556452727368,9,wifi,2
79,4,52,7.6923076923076925,80.85602010903452,10.929770381476938,6,social_engineering,2
324,28,53,52.83018867924528,52.45144750304886,51.28893782701599,12,social_engineering,1
61,3,38,7.894736842105263,73.86069821263686,26.015582596501716,6,password,2
